Area,City,Location,LocationFlag,Month,Region,Year
,LADYSMITH,CHRISTIE RD & GROUHEL RD & TURNING LANE,Intersection,JUNE,Vancouver Island,2010
,LAKE COUNTRY,TRASK RD & YOUNG RD,Intersection,JUNE,Southern Interior,2009
,LAKE COUNTRY,PRETTY RD & ROBINSON RD,Intersection,SEPTEMBER,Southern Interior,2009
,LAKE COUNTRY,HWY 97 & OCEOLA RD & WOODSDALE RD,Intersection,SEPTEMBER,Southern Interior,2009
,LAKE COUNTRY,BEAVER LAKE RD & GLENMORE RD & HWY 97,Intersection,OCTOBER,Southern Interior,2013
Capital Regional District,LANGFORD,HAPPY VALLEY RD & SOOKE RD & TURNING LANE,Intersection,APRIL,Vancouver Island,2009
Capital Regional District,LANGFORD,JACKLIN RD & SOOKE RD,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,LANGFORD,ORONO AVE & PEATT RD,Intersection,JULY,Vancouver Island,2010
Capital Regional District,LANGFORD,ARNCOTE AVE & PEATT RD,Intersection,SEPTEMBER,Vancouver Island,2011
Capital Regional District,LANGFORD,ATKINS AVE & ATKINS RD & TRAVERSE TERR,Intersection,AUGUST,Vancouver Island,2012
Capital Regional District,LANGFORD,GOLDSTREAM AVE & JACKLIN RD,Intersection,DECEMBER,Vancouver Island,2012
Capital Regional District,LANGFORD,GOLDSTREAM AVE & JACKLIN RD,Intersection,NOVEMBER,Vancouver Island,2012
Capital Regional District,LANGFORD,GOLDSTREAM AVE & VETERANS MEMORIAL PKY,Intersection,AUGUST,Vancouver Island,2013
Capital Regional District,LANGFORD,LANGFORD LAKE RD & LANGFORD PKY,Intersection,JANUARY,Vancouver Island,2013
Capital Regional District,LANGFORD,GOLDSTREAM AVE & PEATT RD,Intersection,JULY,Vancouver Island,2013
Capital Regional District,LANGFORD,GOLDSTREAM AVE & VETERANS MEMORIAL PKY,Intersection,MAY,Vancouver Island,2013
Capital Regional District,LANGFORD,CLAUDE RD & GOLDSTREAM AVE,Intersection,MAY,Vancouver Island,2013
Capital Regional District,LANGFORD,ARNCOTE AVE & PEATT RD,Intersection,NOVEMBER,Vancouver Island,2013
Capital Regional District,LANGFORD,BRAY AVE & JACKLIN RD,Intersection,SEPTEMBER,Vancouver Island,2013
Capital Regional District,LANGFORD,GOLDSTREAM AVE & VETERANS MEMORIAL PKY,Intersection,SEPTEMBER,Vancouver Island,2013
Capital Regional District,LANGFORD,MCCALLUM RD & MILLSTREAM RD & TURNING LANE,Intersection,SEPTEMBER,Vancouver Island,2013
Metro Vancouver,LANGLEY,201A ST & FRASER HWY,Intersection,DECEMBER,Lower Mainland,2009
Metro Vancouver,LANGLEY,264 ST & FRASER HWY,Intersection,FEBRUARY,Lower Mainland,2009
Metro Vancouver,LANGLEY,216 ST & 40 AVE,Intersection,FEBRUARY,Lower Mainland,2009
Metro Vancouver,LANGLEY,264 ST & 84 AVE,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,LANGLEY,270 ST & 32A AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,LANGLEY,196 ST & FRASER HWY & WILLOWBROOK DR & TURNING LANE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,LANGLEY,200 ST & 48 AVE,Intersection,MARCH,Lower Mainland,2009
Metro Vancouver,LANGLEY,200 ST & 56 AVE,Intersection,MARCH,Lower Mainland,2009
Metro Vancouver,LANGLEY,GLOVER RD & RAWLISON CRES,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,LANGLEY,204 ST & 43 AVE,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,LANGLEY,198 ST & 92A AVE,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,LANGLEY,208 ST & 42 AVE,Intersection,OCTOBER,Lower Mainland,2009
Metro Vancouver,LANGLEY,200 ST & INDUSTRIAL AVE,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,LANGLEY,GLOVER RD & RAWLISON CRES,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,LANGLEY,240 ST & RAWLISON CRES,Intersection,APRIL,Lower Mainland,2010
Metro Vancouver,LANGLEY,272 ST & FRASER HWY,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,LANGLEY,216 ST & TELEGRAPH TRAIL,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,LANGLEY,203 ST & 53 AVE,Intersection,DECEMBER,Lower Mainland,2010
Metro Vancouver,LANGLEY,208 ST & 72 AVE,Intersection,JANUARY,Lower Mainland,2010
Metro Vancouver,LANGLEY,200 ST & 24 AVE,Intersection,NOVEMBER,Lower Mainland,2010
Metro Vancouver,LANGLEY,200 ST & 64 AVE,Intersection,NOVEMBER,Lower Mainland,2010
Metro Vancouver,LANGLEY,268 ST & 56 AVE,Intersection,APRIL,Lower Mainland,2011
Metro Vancouver,LANGLEY,248 ST & FRASER HWY,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,LANGLEY,200B ST & 40 AVE,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,LANGLEY,200 ST & 44 AVE,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,LANGLEY,201 ST & MICHAUD CRES,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,LANGLEY,200 ST & FRASER HWY,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,LANGLEY,204 ST & 62 AVE & TURNING LANE,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,LANGLEY,272 ST & 30 AVE,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,LANGLEY,196 ST & 68 AVE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,LANGLEY,200 ST & LANGLEY BYPASS,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,LANGLEY,GLOVER RD & LOGAN AVE,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,LANGLEY,200 ST & LOGAN AVE & PRODUCTION WAY,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,LANGLEY,196 ST & 72 AVE,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,LANGLEY,200 ST & 50 AVE,Intersection,APRIL,Lower Mainland,2012
Metro Vancouver,LANGLEY,201 ST & 97 AVE,Intersection,APRIL,Lower Mainland,2012
Metro Vancouver,LANGLEY,200 ST & 80 AVE,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,LANGLEY,200 ST & 82 AVE,Intersection,DECEMBER,Lower Mainland,2012
Metro Vancouver,LANGLEY,272 ST & 28 AVE,Intersection,FEBRUARY,Lower Mainland,2012
Metro Vancouver,LANGLEY,200 ST & 64 AVE,Intersection,FEBRUARY,Lower Mainland,2012
Metro Vancouver,LANGLEY,216 ST & 96 AVE,Intersection,JANUARY,Lower Mainland,2012
Metro Vancouver,LANGLEY,256 ST & ROBERTSON CRES,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,LANGLEY,206 ST & FRASER HWY,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,LANGLEY,EASTLEIGH CRES & GLOVER RD,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,LANGLEY,FRASER HWY & LANGLEY BYPASS,Intersection,MARCH,Lower Mainland,2012
Metro Vancouver,LANGLEY,208 ST & 83 AVE,Intersection,MARCH,Lower Mainland,2012
Metro Vancouver,LANGLEY,200 ST & 80 AVE,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,LANGLEY,200 ST & 86 AVE,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,LANGLEY,16 AVE & 216 ST,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,LANGLEY,264 ST & 56 AVE,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,LANGLEY,200 ST & 42 AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,LANGLEY,232 ST & FRASER HWY,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,LANGLEY,208 ST & 88 AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,LANGLEY,201A ST & 56 AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,LANGLEY,216 ST & GLOVER RD,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,LANGLEY,240 ST & 56 AVE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,LANGLEY,200 ST & 41 AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,LANGLEY,200 ST & FRASER HWY,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,LANGLEY,FRASER HWY & PRODUCTION WAY,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,LANGLEY,208 ST & 72 AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,LANGLEY,216 ST & CRUSH CRES & GLOVER RD,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,LANGLEY,199A ST & 200 ST & 96 AVE,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,LANGLEY,196 ST & FRASER HWY & WILLOWBROOK DR & TURNING LANE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,LANGLEY,210 ST & 96 AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,LANGLEY,196 ST & 64 AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,LANGLEY,272 ST & 32 AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,LANGLEY,approx 6100 BLK 264 ST,Road Segment,JULY,Lower Mainland,2009
Metro Vancouver,LANGLEY,approx 3665 244 ST,Road Segment,JUNE,Lower Mainland,2009
Metro Vancouver,LANGLEY,approx 2600 BLK 232 ST,Road Segment,MAY,Lower Mainland,2009
Metro Vancouver,LANGLEY,approx 26900 BLK 8 AVE,Road Segment,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,LANGLEY,approx 7047 208 ST,Road Segment,NOVEMBER,Lower Mainland,2010
Metro Vancouver,LANGLEY,approx 20540 88 AVE,Road Segment,NOVEMBER,Lower Mainland,2010
Metro Vancouver,LANGLEY,approx 20700 BLK LANGLEY BYPASS,Road Segment,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,LANGLEY,approx 21800 BLK ALLARD CRES,Road Segment,JUNE,Lower Mainland,2011
Metro Vancouver,LANGLEY,approx 21164 88 AVE,Road Segment,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,LANGLEY,approx 26892 FRASER HWY,Road Segment,AUGUST,Lower Mainland,2013
Metro Vancouver,LANGLEY,approx 7637 TELEGRAPH TRAIL,Road Segment,MAY,Lower Mainland,2013
Metro Vancouver,LANGLEY,approx 19962 56 AVE,Road Segment,NOVEMBER,Lower Mainland,2013
Metro Vancouver,LANGLEY,approx 5000 BLK 200 ST,Road Segment,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,227 ST & HANEY BYPASS,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,207 ST & LOUGHEED HWY,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,216 ST & DEWDNEY TRUNK RD,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,221 ST & LOUGHEED HWY,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,LOUGHEED HWY & OWEN ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,DEWDNEY TRUNK RD & LAITY ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,220 ST & LOUGHEED HWY,Intersection,DECEMBER,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,203 ST & DEWDNEY TRUNK RD,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,128 AVE & 209 ST & 210 ST & GOLDEN EARS WAY,Intersection,JULY,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,RIVER RD & WOOD ST,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,234 ST & DEWDNEY TRUNK RD,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,222 ST & DEWDNEY TRUNK RD,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,118 AVE & 207 ST & CAMWOOD AVE,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,128 AVE & 232 ST,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,116 AVE & LOUGHEED HWY,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,224 ST & LOUGHEED HWY,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,123 AVE & 203 ST,Intersection,OCTOBER,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,119 AVE & 224 ST,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,MAPLE RIDGE,CARSHILL ST & RIVER RD,Intersection,FEBRUARY,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,207 ST & DEWDNEY TRUNK RD,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,240 ST & LOUGHEED HWY,Intersection,MARCH,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,LAITY ST & LOUGHEED HWY,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,BROWN AVE & EDGE ST,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,227 ST & DEWDNEY TRUNK RD,Intersection,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,121 AVE & 224 ST,Intersection,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,DEWDNEY TRUNK RD & LOUGHEED HWY & MAPLE MEADOWS WAY & WEST ST & TURNING LANE,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,116 AVE & LOUGHEED HWY,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,223 ST & DEWDNEY TRUNK RD,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,122 AVE & LAITY ST,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,228 ST & DEWDNEY TRUNK RD,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,226 ST & LOUGHEED HWY,Intersection,MAY,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,COOK AVE & LAITY ST,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,232 ST & FERN CRES & PRIVATE DRIVEWAY,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,MAPLE RIDGE,124 AVE & 227 ST,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,232 ST & DOGWOOD AVE,Intersection,DECEMBER,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,232 ST & DEWDNEY TRUNK RD,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,207 ST & DEWDNEY TRUNK RD,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,240 ST & LOUGHEED HWY,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,221 ST & LOUGHEED HWY,Intersection,MARCH,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,102B AVE & 243 ST,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,244 ST & DEWDNEY TRUNK RD,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,105 AVE & LOUGHEED HWY,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,116 AVE & LOUGHEED HWY,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,203 ST & STANTON AVE,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,224 ST & BROWN AVE,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,216 ST & LOUGHEED HWY,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,226 ST & LOUGHEED HWY,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,124 AVE & 224 ST,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,119 AVE & 224 ST,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,BURNETT ST & DEWDNEY TRUNK RD,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,124 AVE & 216 ST,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,224 ST & BROWN AVE,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,225 ST & LOUGHEED HWY,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,226 ST & LOUGHEED HWY,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,BURNETT ST & LOUGHEED HWY,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,216 ST & DEWDNEY TRUNK RD,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,MAPLE RIDGE,approx 12099 237 ST,Road Segment,JULY,Lower Mainland,2010
Metro Vancouver,MAPLE RIDGE,approx 21303 123 AVE,Road Segment,MARCH,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,approx 11969 216 ST,Road Segment,OCTOBER,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,approx 21290 122B AVE,Road Segment,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,MAPLE RIDGE,approx 20838 LOUGHEED HWY,Road Segment,MARCH,Lower Mainland,2013
,MERRITT,NICOLA AVE & VOGHT ST,Intersection,AUGUST,Southern Interior,2009
,MERRITT,DOUGLAS ST & HOUSTON ST,Intersection,AUGUST,Southern Interior,2011
,MERRITT,MENZIES ST & NICOLA AVE,Intersection,APRIL,Southern Interior,2013
,MERRITT,GRANITE PL & MENZIES ST,Intersection,SEPTEMBER,Southern Interior,2013
Capital Regional District,METCHOSIN,DUKE RD W & METCHOSIN RD,Intersection,JANUARY,Vancouver Island,2012
,MISSION,14TH AVE & CEDAR ST,Intersection,APRIL,Lower Mainland,2009
,MISSION,CEDAR VALLEY CONNECTOR & HWY 11 & LOUGHEED HWY & TURNING LANE,Intersection,FEBRUARY,Lower Mainland,2009
,MISSION,LOUGHEED HWY & PARK ST & MALL ACCESS,Intersection,OCTOBER,Lower Mainland,2009
,MISSION,CEDAR ST & CHERRY AVE,Intersection,OCTOBER,Lower Mainland,2009
,MISSION,1ST AVE & GRAND ST,Intersection,SEPTEMBER,Lower Mainland,2009
,MISSION,14TH AVE & CEDAR ST,Intersection,SEPTEMBER,Lower Mainland,2009
,MISSION,1ST AVE & HORNE ST,Intersection,JUNE,Lower Mainland,2010
,MISSION,LOUGHEED HWY & MCLEAN ST & SILVERDALE AVE,Intersection,MARCH,Lower Mainland,2010
,MISSION,7TH AVE & STAVE LAKE ST,Intersection,OCTOBER,Lower Mainland,2010
,MISSION,2ND AVE & BIRCH ST,Intersection,AUGUST,Lower Mainland,2011
,MISSION,14TH AVE & HURD ST,Intersection,DECEMBER,Lower Mainland,2011
,MISSION,7TH AVE & HORNE ST,Intersection,AUGUST,Lower Mainland,2012
,MISSION,7TH AVE & HORNE ST,Intersection,MAY,Lower Mainland,2012
,MISSION,1ST AVE & HORNE ST,Intersection,SEPTEMBER,Lower Mainland,2012
,MISSION,BRACKEN AVE & HYDE ST,Intersection,AUGUST,Lower Mainland,2013
,MISSION,CEDAR ST & TUNBRIDGE AVE,Intersection,JUNE,Lower Mainland,2013
,MISSION,11TH AVE & PRENTIS AVE & STAVE LAKE ST,Intersection,OCTOBER,Lower Mainland,2013
,MISSION,approx 32252 DIAMOND AVE,Road Segment,AUGUST,Lower Mainland,2009
,MISSION,approx 33737 1ST AVE,Road Segment,JULY,Lower Mainland,2010
,MISSION,approx 7795 WREN ST,Road Segment,JULY,Lower Mainland,2010
,MISSION,approx 7835 HURD ST,Road Segment,NOVEMBER,Lower Mainland,2013
,NANAIMO,5TH ST & BRUCE AVE,Intersection,APRIL,Vancouver Island,2009
,NANAIMO,BOWEN RD & ISLAND HWY N & NORWELL DR,Intersection,APRIL,Vancouver Island,2009
,NANAIMO,BOWEN RD & TURNING LANE,Intersection,AUGUST,Vancouver Island,2009
,NANAIMO,DEPARTURE BAY RD & UPLANDS DR,Intersection,AUGUST,Vancouver Island,2009
,NANAIMO,MILFORD CRES & SELBY ST,Intersection,JUNE,Vancouver Island,2009
,NANAIMO,104TH ST & NORWELL DR,Intersection,JUNE,Vancouver Island,2009
,NANAIMO,AULDS RD & HAMMOND BAY RD & ISLAND HWY N & TURNING LANE,Intersection,JUNE,Vancouver Island,2009
,NANAIMO,CEDAR RD & ISLAND HWY S & NANAIMO PKY & NANAIMO PKY OFFRAMP & NANAIMO PKY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Intersection,MARCH,Vancouver Island,2009
,NANAIMO,METRAL DR & MOSTAR RD,Intersection,MARCH,Vancouver Island,2009
,NANAIMO,AULDS RD & HAMMOND BAY RD & ISLAND HWY N & TURNING LANE,Intersection,MAY,Vancouver Island,2009
,NANAIMO,4TH ST & WAKESIAH AVE,Intersection,SEPTEMBER,Vancouver Island,2009
,NANAIMO,BOWEN RD & BUTTERTUBS DR,Intersection,SEPTEMBER,Vancouver Island,2009
,NANAIMO,BOWEN RD & TOWNSITE RD,Intersection,APRIL,Vancouver Island,2010
,NANAIMO,DUNSTER RD & MOSTAR RD,Intersection,APRIL,Vancouver Island,2010
,NANAIMO,AKENHEAD RD & TEES AVE,Intersection,AUGUST,Vancouver Island,2010
,NANAIMO,BARONS RD & DEPARTURE BAY RD,Intersection,AUGUST,Vancouver Island,2010
,NANAIMO,BOWEN RD & WAKESIAH AVE,Intersection,FEBRUARY,Vancouver Island,2010
,NANAIMO,MILTON ST & VICTORIA RD,Intersection,JANUARY,Vancouver Island,2010
,NANAIMO,FRANKLYN ST & PRIDEAUX ST,Intersection,JULY,Vancouver Island,2010
,NANAIMO,JINGLE POT RD & WESTWOOD RD,Intersection,JULY,Vancouver Island,2010
,NANAIMO,HAMMOND BAY RD & NORASEA RD,Intersection,MARCH,Vancouver Island,2010
,NANAIMO,ISLAND HWY N & NORTHFIELD RD & TURNING LANE,Intersection,NOVEMBER,Vancouver Island,2010
,NANAIMO,BOUNDARY AVE & NORTHFIELD RD,Intersection,OCTOBER,Vancouver Island,2010
,NANAIMO,6TH ST & HOWARD AVE,Intersection,AUGUST,Vancouver Island,2011
,NANAIMO,SOUTHBOROUGH DR & WOOBANK RD,Intersection,FEBRUARY,Vancouver Island,2011
,NANAIMO,BOWEN RD & NORTHFIELD RD,Intersection,JUNE,Vancouver Island,2011
,NANAIMO,BOWEN RD & MEREDITH RD,Intersection,NOVEMBER,Vancouver Island,2011
,NANAIMO,2ND ST & HOWARD AVE,Intersection,OCTOBER,Vancouver Island,2011
,NANAIMO,5TH ST & BRUCE AVE,Intersection,SEPTEMBER,Vancouver Island,2011
,NANAIMO,BASTION ST & FITZWILLIAM ST & WALLACE ST,Intersection,SEPTEMBER,Vancouver Island,2011
,NANAIMO,HALLEN AVE & STRATHMORE ST,Intersection,APRIL,Vancouver Island,2012
,NANAIMO,COMOX RD & TERMINAL AVE & TERMINAL AVE N,Intersection,DECEMBER,Vancouver Island,2012
,NANAIMO,BOWEN RD & NORTHFIELD RD,Intersection,DECEMBER,Vancouver Island,2012
,NANAIMO,BOWEN RD & HOWARD AVE & PARK ACCESS RD,Intersection,FEBRUARY,Vancouver Island,2012
,NANAIMO,3RD ST & HOWARD AVE,Intersection,JUNE,Vancouver Island,2012
,NANAIMO,BOWEN RD & COMOX RD & MACHLEARY ST & WALL ST,Intersection,JUNE,Vancouver Island,2012
,NANAIMO,BOWEN RD & EAST WELLINGTON RD,Intersection,MAY,Vancouver Island,2012
,NANAIMO,5TH ST & HAMILTON AVE,Intersection,NOVEMBER,Vancouver Island,2012
,NANAIMO,4TH ST & HOWARD AVE,Intersection,NOVEMBER,Vancouver Island,2012
,NANAIMO,BOXWOOD RD & ISLAND DIESEL WAY,Intersection,OCTOBER,Vancouver Island,2012
,NANAIMO,ESPLANADE & NICOL ST,Intersection,SEPTEMBER,Vancouver Island,2012
,NANAIMO,BOWEN RD & ROSSTOWN RD,Intersection,SEPTEMBER,Vancouver Island,2012
,NANAIMO,FITZWILLIAM ST & MILTON ST,Intersection,APRIL,Vancouver Island,2013
,NANAIMO,BOWEN RD & NORTHFIELD RD,Intersection,AUGUST,Vancouver Island,2013
,NANAIMO,BAY ST & DEPARTURE BAY RD,Intersection,AUGUST,Vancouver Island,2013
,NANAIMO,CEDAR RD & ISLAND HWY S & NANAIMO PKY & NANAIMO PKY OFFRAMP & NANAIMO PKY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Intersection,FEBRUARY,Vancouver Island,2013
,NANAIMO,BLUE JAY WAY & WOOBANK RD,Intersection,JUNE,Vancouver Island,2013
,NANAIMO,NORWELL DR & ROSS RD,Intersection,MAY,Vancouver Island,2013
,NANAIMO,7TH ST & PARK AVE,Intersection,NOVEMBER,Vancouver Island,2013
,NANAIMO,4TH ST & ALBERT ST & PINE ST,Intersection,SEPTEMBER,Vancouver Island,2013
,NANAIMO,approx 650 TERMINAL AVE,Road Segment,AUGUST,Vancouver Island,2009
,NANAIMO,approx 700 BLK 3RD ST,Road Segment,FEBRUARY,Vancouver Island,2010
,NANAIMO,approx 680 TOWNSITE RD,Road Segment,NOVEMBER,Vancouver Island,2010
,NANAIMO,approx 500 BLK ALBERT ST,Road Segment,JULY,Vancouver Island,2011
,NANAIMO,approx 2201 FERN RD,Road Segment,JULY,Vancouver Island,2011
,NANOOSE BAY,NORTHWEST BAY RD & STEWART RD,Intersection,JULY,Vancouver Island,2009
,NELSON,BAKER ST & WARD ST,Intersection,MARCH,Southern Interior,2010
,NELSON,SILVER KING RD & VANCOUVER ST & W RICHARDS ST,Intersection,JUNE,Southern Interior,2011
,NELSON,SILICA ST & STANLEY ST,Intersection,NOVEMBER,Southern Interior,2012
,NELSON,2ND ST & NELSON AVE,Intersection,MAY,Southern Interior,2013
Metro Vancouver,NEW WESTMINSTER,SALTER ST & SUZUKI ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,NEW WESTMINSTER,FIRST ST & ROYAL AVE,Intersection,DECEMBER,Lower Mainland,2009
Metro Vancouver,NEW WESTMINSTER,SIXTH AVE & SIXTH ST,Intersection,DECEMBER,Lower Mainland,2009
Metro Vancouver,NEW WESTMINSTER,BRAID ST & BRUNETTE AVE,Intersection,FEBRUARY,Lower Mainland,2009
Metro Vancouver,NEW WESTMINSTER,SEVENTH AVE & TWELFTH ST,Intersection,JANUARY,Lower Mainland,2009
Metro Vancouver,NEW WESTMINSTER,10TH AVE & CANADA WAY & EIGHTH ST & TENTH AVE,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,NEW WESTMINSTER,BRAID ST & FADER ST,Intersection,SEPTEMBER,Lower Mainland,2009
Metro Vancouver,NEW WESTMINSTER,BEGBIE ST & COLUMBIA ST,Intersection,JUNE,Lower Mainland,2010
